# Constructed from biom file
#OTU ID	CMA D3	CMA D8	CMA D14	CMA D28	CMA Donor	CMA Filter	CMA Filtrate	CMA Gavage Sol	Healthy D8	Healthy D25	Healthy Donor	Healthy Filter	Healthy Filtrate	Healthy Gavage Sol
Root;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__unclassified_Chloroplast;f__Chloroplast	2.88471246628e-05	0.00012071341629	0.000444540044454	0.0	0.00483039641633	8.12248710555e-05	0.000292184075968	5.94503812256e-05	0.000337078651685	3.59971202304e-05	0.000579614142585	0.000184195984528	2.63137120754e-05	0.0
Root;p__Cyanobacteria/Chloroplast;c__unclassified_Cyanobacteria/Chloroplast;o__unclassified_Cyanobacteria/Chloroplast;f__unclassified_Cyanobacteria/Chloroplast	0.0	0.0	0.0	0.0	8.09563645195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	1.00594513575e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63137120754e-05	3.25118668314e-05
Root;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI	0.0	0.0	0.0	0.0	5.39709096797e-05	0.000406124355278	0.00018261504748	0.000178351143677	0.0	0.0	0.000662416162954	0.00165776386075	0.000210509696603	0.00185317640939
Root;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	5.39709096797e-05	0.000162449742111	7.3046018992e-05	0.000118900762451	0.0	0.0	0.000248406061108	0.0013262110886	0.000210509696603	0.00045516613564
Root;p__Firmicutes;c__Bacilli;o__Bacillales;f__unclassified_Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97251906128e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	3.6523009496e-05	4.45877859192e-05	0.0	0.0	0.0	3.68391969055e-05	0.0	0.000130047467326
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0434149226176	0.0271705781167	0.0325661432566	0.0488759210456	0.000674636370996	0.00105592332372	0.000949598246896	0.00187268700861	0.00354556803995	0.00745140388769	0.0367226960338	0.0531958003316	0.0407862537168	0.0208075947721
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000173082747977	6.03567081451e-05	7.170000717e-05	6.72296025386e-05	0.00232074911623	0.00402063111725	0.00321402483565	0.00475603049805	1.24843945069e-05	0.0	0.0310093566283	0.02107202063	0.0333394731995	0.0324793549646
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	7.21178116571e-05	1.00594513575e-05	4.3020004302e-05	2.68918410154e-05	0.172383085517	0.214108760102	0.198246895544	0.262577471278	7.49063670412e-05	3.59971202304e-05	0.00741078082305	0.0222508749309	0.00594689892903	0.0237336627869
Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__unclassified_Lactobacillales	0.000836566615223	0.000734339949099	0.00043020004302	0.000457161297262	0.000269854548398	0.000812248710555	0.000328707085464	0.000505328240417	0.00019975031211	0.000287976961843	0.000910822224062	0.00209983422361	0.00147356787622	0.000780284803953
Root;p__Firmicutes;c__Bacilli;o__unclassified_Bacilli;f__unclassified_Bacilli	0.000173082747977	0.00020118902715	0.000315480031548	0.000215134728123	0.0	0.000121837306583	0.0	0.0	0.0	0.0	0.000124203030554	0.000257874378339	0.000236823408678	0.0
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	0.0823729644748	0.0584353529359	0.00355632035563	0.000752971548432	0.111746768492	0.174836534947	0.0938276113952	0.089933564199	0.000224719101124	0.000143988480922	0.000910822224062	0.00125253269479	0.000473646817357	0.000877820404448
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI	0.0	0.0	0.0	0.0	0.000134927274199	0.0	0.0	7.4312976532e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49687890137e-05	0.0	0.0	0.0	0.0	0.0
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII	0.0	0.0	0.0	0.0	0.0	0.000203062177639	0.0	8.91755718384e-05	0.0	0.0	0.0	0.0	0.0	0.000162559334157
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.493761809292	0.433501996801	0.514619631462	0.45392083042	0.00682732007448	0.00718840108841	0.0100073046019	0.0101808777849	0.0229837702871	0.0526997840173	0.00389169495736	0.00795726653159	0.0035260374181	0.00653488523311
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.172895241667	0.411210252593	0.412045601205	0.454364545797	0.33861348733	0.334849530926	0.420891161432	0.321834638765	0.000274656679151	0.00176385889129	0.000372609091662	0.0013262110886	0.000210509696603	0.000390142401977
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.00386551470482	0.00176040398757	0.00149136014914	0.00178830742753	0.00348112367434	0.00174633472769	0.00555149744339	0.0053505343103	0.00164794007491	0.0056875449964	0.00194584747868	0.00180512064837	0.00473646817357	0.00351128161779
Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unclassified_Clostridiales	0.000447130432274	0.00350068907242	0.00481824048182	0.00340181788845	0.0063685673422	0.004386143037	0.0063915266618	0.00538025950091	0.00142322097378	0.00673146148308	0.000331208081477	0.000110517590717	0.000552587953583	3.25118668314e-05
Root;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	0.198814383176	0.0613727127322	0.0279630027963	0.0344887861023	0.00280648730334	0.00357389432644	0.00390796201607	0.00564778621643	0.000212234706617	0.000179985601152	0.0005382131324	0.000957819119543	0.00034207825698	0.00149554587424
Root;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae	7.21178116571e-05	4.02378054301e-05	1.4340001434e-05	8.06755230463e-05	0.086434411852	0.0821995695082	0.101241782323	0.0840331138623	0.0240324594257	0.0690784737221	0.0583340233502	0.117627555719	0.134278872721	0.146888614344
Root;p__Firmicutes;c__unclassified_Firmicutes;o__unclassified_Firmicutes;f__unclassified_Firmicutes	0.000346165495954	0.000110653964933	8.6040008604e-05	0.000201688807616	0.0	4.06124355278e-05	7.3046018992e-05	8.91755718384e-05	2.49687890137e-05	0.0	4.14010101846e-05	0.000147356787622	2.63137120754e-05	3.25118668314e-05
Root;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0.0	1.00594513575e-05	0.0	0.0	0.000404781822598	0.000406124355278	0.000292184075968	0.000104038167145	0.0	7.19942404608e-05	0.000414010101846	0.00184195984528	0.000184195984528	0.00282853241433
Root;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.000188898183879	0.0	3.6523009496e-05	4.45877859192e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.000809563645195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022758306782
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19942404608e-05	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	4.32706869943e-05	0.0	0.0	0.0	0.000107941819359	0.0	3.6523009496e-05	4.45877859192e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.0	0.0	0.0	0.0	2.69854548398e-05	8.12248710555e-05	3.6523009496e-05	1.48625953064e-05	0.0	0.0	0.0	0.0	0.0	9.75356004942e-05
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.0	0.0	0.0	0.0	0.000674636370996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25118668314e-05
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000405231165961	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.00132228728715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257874378339	0.0	0.0
Root;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	0.0	0.0	0.00329222549046	0.0	7.3046018992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.0	2.0118902715e-05	0.0	0.0	0.000458752732277	0.0	3.6523009496e-05	1.48625953064e-05	0.0	0.0	0.0	0.000405231165961	0.0	0.00185317640939
Root;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0	0.0	0.0	0.0	0.00367002185822	8.12248710555e-05	0.0	4.45877859192e-05	0.0	0.0	0.0	0.00114201510407	0.0	0.000845308537616
Root;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae	2.88471246628e-05	2.0118902715e-05	1.4340001434e-05	2.68918410154e-05	2.69854548398e-05	0.0	3.6523009496e-05	1.48625953064e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__unclassified_Burkholderiales	0.0	0.0	0.0	0.0	5.39709096797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	0.0	0.0	0.0	0.0	5.39709096797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	4.06124355278e-05	0.0	2.97251906128e-05	0.0	0.0	0.0	0.000147356787622	0.0	0.0
Root;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.0	0.0	0.0	0.0	0.000215883638719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae	0.0	0.0	0.0	0.0	0.00151118547103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000248406061108	0.000405231165961	0.000210509696603	0.000390142401977
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae	0.0	0.0	0.0	0.0	0.00464149823245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.000144235623314	8.04756108602e-05	0.00014340001434	4.03377615232e-05	0.0529994333054	0.0522275920887	0.0563550036523	0.0868421443753	0.0619350811486	0.0536717062635	0.0799039496564	0.10749677657	0.113543667605	0.12702386371
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	7.3046018992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	0.0	0.0	0.0	0.0	0.0	0.000121837306583	3.6523009496e-05	4.45877859192e-05	0.0	0.0	0.0	0.0	0.0	9.75356004942e-05
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.0	1.00594513575e-05	0.0	0.0	0.0452546077664	0.0633960118588	0.0348794740687	0.0488236255815	0.0	0.000107991360691	0.00989484143413	0.0234665684288	0.00813093703129	0.0277326224072
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0366192622177	0.0	7.3046018992e-05	0.0	0.0	0.0	0.0	0.000110517590717	0.0	3.25118668314e-05
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0	0.0	0.0	0.0	0.00493833823569	0.0	0.0	2.97251906128e-05	0.0	0.0	0.0	3.68391969055e-05	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.0	0.0	0.0	0.0	0.000539709096797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	0.0	0.0	0.0	0.000107941819359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria;o__unclassified_Gammaproteobacteria;f__unclassified_Gammaproteobacteria	0.0	0.0	0.0	0.0	0.000107941819359	0.0	0.0	2.97251906128e-05	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__unclassified_Proteobacteria;o__unclassified_Proteobacteria;f__unclassified_Proteobacteria	0.0	0.0	0.0	0.0	0.000701621825836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae	2.88471246628e-05	2.0118902715e-05	1.4340001434e-05	4.03377615232e-05	0.0	8.12248710555e-05	0.0	5.94503812256e-05	2.49687890137e-05	3.59971202304e-05	4.14010101846e-05	0.0	2.63137120754e-05	0.0
Root;p__Thaumarchaeota;c__unclassified_Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19942404608e-05	0.0	0.0	0.0	0.0
Root;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0.0	4.02378054301e-05	8.6040008604e-05	6.72296025386e-05	8.09563645195e-05	0.0	0.0	5.94503812256e-05	7.49063670412e-05	3.59971202304e-05	0.0	0.0	2.63137120754e-05	0.0
Root;p__unclassified_Bacteria;c__unclassified_Bacteria;o__unclassified_Bacteria;f__unclassified_Bacteria	4.32706869943e-05	5.02972567876e-05	4.3020004302e-05	1.34459205077e-05	0.00715114553256	0.000162449742111	0.0	0.000222938929596	4.99375780275e-05	0.0	0.000207005050923	0.0	2.63137120754e-05	9.75356004942e-05
